timestamp,power,appliance1,appliance2,appliance3,appliance5,appliance7
1649697030,333.92,0,333.92,0.0,0.0,0.0
1649697035,335.54,0,335.54,0.0,0.0,0.0
1649697041,354.89,0,354.89,0.0,0.0,0.0
1649697046,337.01,0,337.01,0.0,0.0,0.0
1649697052,329.41,0,329.41,0.0,0.0,0.0
1649697057,327.27,0,327.27,0.0,0.0,0.0
1649697063,327.91,0,327.91,0.0,0.0,0.0
1649697068,330.68,0,330.68,0.0,0.0,0.0
1649697074,327.89,0,327.89,0.0,0.0,0.0
1649697079,327.82,0,327.82,0.0,0.0,0.0
1649697085,327.11,0,327.11,0.0,0.0,0.0
1649697090,327.81,0,327.81,0.0,0.0,0.0
1649697099,326.63,0,326.63,0.0,0.0,0.0
1649697104,325.84,0,325.84,0.0,0.0,0.0
1649697110,327.29,0,327.29,0.0,0.0,0.0
1649697115,329.82,0,329.82,0.0,0.0,0.0
1649697121,326.29,0,326.29,0.0,0.0,0.0
1649697126,326.36,0,326.36,0.0,0.0,0.0
1649697132,327.63,0,327.63,0.0,0.0,0.0
1649697137,328.29,0,328.29,0.0,0.0,0.0
1649697143,333.65,0,333.65,0.0,0.0,0.0
1649697148,330.69,0,330.69,0.0,0.0,0.0
1649697153,334.97,0,334.97,0.0,0.0,0.0
1649697159,334.06,0,334.06,0.0,0.0,0.0
1649697164,435.63,0,435.63,0.0,0.0,0.0
1649697170,478.92,0,478.92,0.0,0.0,0.0
1649697175,477.30,0,477.3,0.0,0.0,0.0
1649697181,476.81,0,476.81,0.0,0.0,0.0
1649697186,478.38,0,478.38,0.0,0.0,0.0
1649697192,478.71,0,478.71,0.0,0.0,0.0
1649697197,480.31,0,480.31,0.0,0.0,0.0
1649697203,476.32,0,476.32,0.0,0.0,0.0
1649697208,475.44,0,475.44,0.0,0.0,0.0
1649697214,473.47,0,473.47,0.0,0.0,0.0
1649697219,473.53,0,473.53,0.0,0.0,0.0
1649697225,472.43,0,472.43,0.0,0.0,0.0
1649697230,473.90,0,473.9,0.0,0.0,0.0
1649697236,474.78,0,474.78,0.0,0.0,0.0
1649697241,475.70,0,475.7,0.0,0.0,0.0
1649697247,474.76,0,474.76,0.0,0.0,0.0
1649697252,472.71,0,472.71,0.0,0.0,0.0
1649697258,471.97,0,471.97,0.0,0.0,0.0
1649697263,472.86,0,472.86,0.0,0.0,0.0
1649697269,473.86,0,473.86,0.0,0.0,0.0
1649697274,472.41,0,472.41,0.0,0.0,0.0
1649697280,435.92,0,435.92,0.0,0.0,0.0
1649697285,404.42,0,404.42,0.0,0.0,0.0
1649697291,404.43,0,404.43,0.0,0.0,0.0
1649697296,403.65,0,403.65,0.0,0.0,0.0
1649697302,402.97,0,402.97,0.0,0.0,0.0
1649697307,404.31,0,404.31,0.0,0.0,0.0
1649697313,404.17,0,404.17,0.0,0.0,0.0
1649697318,403.16,0,403.16,0.0,0.0,0.0
1649697323,402.34,0,402.34,0.0,0.0,0.0
1649697329,401.89,0,401.89,0.0,0.0,0.0
1649697334,401.19,0,401.19,0.0,0.0,0.0
1649697340,402.15,0,402.15,0.0,0.0,0.0
1649697346,402.20,0,402.2,0.0,0.0,0.0
1649697351,404.18,0,404.18,0.0,0.0,0.0
1649697356,404.88,0,404.88,0.0,0.0,0.0
1649697362,395.94,0,395.94,0.0,0.0,0.0
1649697367,397.64,0,397.64,0.0,0.0,0.0
1649697373,387.02,0,387.02,0.0,0.0,0.0
1649697378,398.22,0,398.22,0.0,0.0,0.0
1649697384,396.26,0,396.26,0.0,0.0,0.0
1649697389,393.81,0,393.81,0.0,0.0,0.0
1649697395,383.18,0,383.18,0.0,0.0,0.0
1649697400,402.07,0,402.07,0.0,0.0,0.0
1649697406,402.27,0,402.27,0.0,0.0,0.0
1649697411,401.79,0,401.79,0.0,0.0,0.0
1649697417,407.80,0,407.8,0.0,0.0,0.0
1649697422,407.58,0,407.58,0.0,0.0,0.0
1649697428,403.02,0,403.02,0.0,0.0,0.0
1649697433,401.21,0,401.21,0.0,0.0,0.0
1649697439,402.77,0,402.77,0.0,0.0,0.0
1649697444,402.56,0,402.56,0.0,0.0,0.0
1649697450,400.45,0,400.45,0.0,0.0,0.0
1649697455,399.24,0,399.24,0.0,0.0,0.0
1649697461,399.03,0,399.03,0.0,0.0,0.0
1649697466,400.45,0,400.45,0.0,0.0,0.0
1649697472,399.67,0,399.67,0.0,0.0,0.0
1649697477,398.89,0,398.89,0.0,0.0,0.0
1649697483,389.92,0,389.92,0.0,0.0,0.0
1649697488,389.91,0,389.91,0.0,0.0,0.0
1649697494,381.26,0,381.26,0.0,0.0,0.0
1649697499,387.55,0,387.55,0.0,0.0,0.0
1649697504,407.33,0,407.33,0.0,0.0,0.0
1649697510,406.31,0,406.31,0.0,0.0,0.0
